0 1.325502
1 1.289216
2 1.271524
3 1.297073
4 1.275415
5 1.292340
6 1.287409
7 1.279688
8 1.296465
9 1.273184
10 1.294620
11 1.282972
12 1.289968
13 1.288743
14 1.287898
15 1.290831
16 0.818723
17 0.823131
18 0.827713
19 0.823520
20 0.821560
21 0.819674
22 0.817540
23 0.821909
24 0.829411
25 0.824026
26 0.823390
27 0.815675
28 0.823005
29 0.830895
30 0.816081
31 0.819549
